uid,caption
313372_mscoco_3,a man is playing tennis with another guy and is swinging the racket
279919_mscoco_0,Cat laying on wooden floor with toy banana
513513_mscoco_0,The halved melon is on the counter next to the remote.
225869_mscoco_1,a man on a surfboard at the beach.
456146_mscoco_1,A herd of sheep make their way down a rural path.
264489_mscoco_0,Two flowers sitting in a round vase near a window.
310532_mscoco_2,A white tub sitting next to a white sink in a bathroom.
52376_mscoco_4,Two woman showing each other something on their phones
554459_mscoco_3,a couple of people that are next to airplanes
549012_mscoco_0,"A sandwich on a plate with meat, peppers, and cheese."
326256_mscoco_1,A bathroom with a city landscape shower curtain
565877_mscoco_4,A girl wearing a hat sits with her laptop.
545111_mscoco_1,Couple of balloons being tossed in a clear bucket of water.
418761_mscoco_1,two black backpacks chair and a tan suitcase
160740_mscoco_3,"A dense city setting with cars, light posts and people."
311883_mscoco_4,A yellow train engine pulling train cars over road.
543220_mscoco_0,A man riding a skateboard down the side of a ramp.
480652_mscoco_3,a table and chair with several pieces of luggage nearby
488476_mscoco_0,A group of white fish vases with a black one in the middle
240049_mscoco_1,A woman holds a baby on her arm and both are looking forward at an enclosed area with two giraffes in it.
359569_mscoco_2,two dogs are playing with a frisbee in the snow
397375_mscoco_4,A dog peeking out of a car's window.
514982_mscoco_4,A bathroom with a long fancy black counter next to a big long mirror.
431746_mscoco_2,There is a flip phone in a banana shaped case
26026_mscoco_4,A man guiding an elephant holding several kids on it.
207774_mscoco_4,A women who is petting the trunk of an elephant.
202444_mscoco_1,A young man skateboarding on a ramp with three other boys watching him.
325078_mscoco_2,"A white bathroom with sink, vanity, toilet and a blue circle shower curtain enclosing the tub."
552153_mscoco_2,A low-hanging cloud shrouding the top of a mountain.
548722_mscoco_1,A zebra stands in the wild surrounded by plants and trees
169539_mscoco_0,A man standing up against a wall with his hands clasped together.
521133_mscoco_0,THERE ARE TWO PUG DOGS THAT ARE SITTING ON THE BENCH
502084_mscoco_1,Two polar bears in snowy area with small shrubs.
155912_mscoco_0,a guy on a bicycle and a guy flying a kite
72810_mscoco_0,A bicycle parked next to a snow covered park bench.
418825_mscoco_1,A bag of strawberries on a table with tomatoes.
33561_mscoco_1,A herd of cattle are standing in a field.
118778_mscoco_3,A blue and white train traveling through a city.
279887_mscoco_2,Many motorcycles are displayed in the store with descriptive signs posted near them.
127623_mscoco_4,A jointed wooden man figure standing in the middle of various fruit.
78035_mscoco_2,The interior of a bathroom with bathtub and corner sink.
574703_mscoco_2,A steamboat travels along a river with large green hills on the side.
146825_mscoco_2,A red and yellow train on a track at a platform.
388677_mscoco_1,A male police officer riding a blue and yellow motorcycle.
456690_mscoco_4,Clouds with a rainbow in the sky of an open field with zebras grazing on the grass.
110560_mscoco_3,The bathroom sink and medicine cabinet in a house
388927_mscoco_2,Hand holding an electronic component with a clock on it.
323602_mscoco_1,A small dog is on a leash and on top of a skateboard.
410878_mscoco_2,A motorcycle is parked on a gravel road.
133_mscoco_3,A bed sits on top of a dresser and a desk.
230932_mscoco_1,Three mannequin heads that have hats and scarves on them.
198223_mscoco_1,The parents have their little boy on the beach.
188766_mscoco_2,An amusement park ride that has a cart passing by a castle.
152111_mscoco_2,A skier in the ocean with a wind kite
276986_mscoco_2,a dog is laying on a bed under a blanket
510857_mscoco_3,A man stands in the surf and watches people windsurfing on a calm ocean.
410339_mscoco_2,A woman walking down a narrow stone stairway.
11696_mscoco_2,A dog climbing on top of a person sleeping on a couch.
577959_mscoco_1,an image of a man walking on the sand
154342_mscoco_4,Person crouching down among wild grass while flying a kite.
360624_mscoco_1,a street sign on an urban street in the dark
212895_mscoco_3,A giraffe standing in front of a grassy plain and blue sky.
376773_mscoco_3,A group of kids are standing together holding baseball gloves and a bat.
556420_mscoco_0,A beautiful sandy beach with a grass umbrella next to crystal blue water.
4265_mscoco_4,"Blue vases and potted plants sit in a window, overlooking a lawn."
439902_mscoco_4,An asian woman smiling while holding a cell phone.
398798_mscoco_2,Tennis player in yellow shirt and white shorts jumping up to return with an ace smash.
320872_mscoco_1,a thin pan pizza sits next to a can of soda
349402_mscoco_2,This room has several bunches of bananas hanging on poles.
487266_mscoco_1,A group of people sitting next to each other holding tennis racquets.
375407_mscoco_3,Two dogs laying on a bed with a teddy bear.
405296_mscoco_3,A demolished bathroom with busted up fixtures under a window.
528232_mscoco_1,Two giraffes are standing in a field with heads down.
539413_mscoco_2,people walking in the park in the rain
81315_mscoco_2,A full view of a nice kitchen and counters.
376793_mscoco_4,A person laying on the ground near a two buildings.
28826_mscoco_4,A bench on a beach with sand piled up around its legs.
12333_mscoco_0,A woman riding on the back of a white horse.
523816_mscoco_1,Smiling person on a snow board tilting to the side.
570678_mscoco_2,A skier wearing a backpack skiing down a hill side.
318442_mscoco_3,Man with an orange mustache from a drink posing for the camera.
66632_mscoco_2,Fresh carrots on cabbage leaves on a formal place setting
259683_mscoco_0,A crowded city filled with lots of people and traffic.
489916_mscoco_2,There is a plate of broccoli and noodles on the countertop.
262386_mscoco_2,A bathroom contains a toilet and roll of toilet paper.
174672_mscoco_2,a pale green oven looking thing in a room
506004_mscoco_1,"The London eye stands overlooking the Thames river, various buildings, and Big Ben."
10681_mscoco_4,"View of top of a white building with tan speckled area, an uncovered awning with a pigeon in fight below, and a red umbrella behind balcony wall."
334530_mscoco_0,A man riding a surfboard inside of a wave.
401901_mscoco_1,Black and white photograph of two boys playing soccer in bricked off area.
73118_mscoco_0,Two brown teddy bears sitting side by side.
129852_mscoco_0,A woman standing on top of a lush green field.
264855_mscoco_3,A horse that is looking in a window.
96241_mscoco_2,A small train engine with carts carrying people with no top on it.
436555_mscoco_1,A group of people on the street with umbrellas.
12016_mscoco_4,There are two street signs on top of a stop sign.
145448_mscoco_1,A kitten laying on top of a tarp while two men are in the background.
308466_mscoco_0,"A bathroom containing a toilet, sink and bathtub with shower, with no accessories."
107244_mscoco_4,A street with a car coming down hill by an older brick building.
265742_mscoco_4,A large elephant with tusks standing in the middle of a jungle.
428885_mscoco_0,A man standing on a roof holding an ax.
328301_mscoco_2,A yellow car parked in a parking lot next to a fire hydrant.
36238_mscoco_3,Soup with broccoli and meat cooking on a stove.
83483_mscoco_4,Ducks in a pond swimming during the day.
328730_mscoco_4,Two men standing beside one another smiling at an event.
400985_mscoco_1,Two donutes and a cup of coffee are placed on a table.
314430_mscoco_3,Closeup view of a red Chinese fire hydrant.
164440_mscoco_2,Man in white outfit and hat getting ready to receive the tennis ball with racket in hand.
810_mscoco_3,On the table are a sandwich and a sucker.
522194_mscoco_0,A man in a tie standing in a white room.
130812_mscoco_4,a male skateboarder in a black shirt is doing a trick
284674_mscoco_2,The Christmas tree ornament is shaped like a cell phone.
160166_mscoco_1,A man is holding a large hot dog at a table.
67832_mscoco_1,"Potatoes, carrots, and meat with a green garnish."
75806_mscoco_4,many large kites being flown in the air with a sky background
314023_mscoco_4,A man whose head is not pictured stands on his bed
354662_mscoco_1,A bathroom with a toilet and a scale.
89487_mscoco_0,The man is holding his tie with his right hand.
340844_mscoco_1,School boy in his uniform smiles with eyes raised
325351_mscoco_2,Two mean playing a driving game with steering wheels in their hands.
93089_mscoco_2,A man that is holding up a light.
92624_mscoco_4,"giraffes, zebra and bulls in zoo habitat together"
30290_mscoco_0,A man hugging a teddy bear while laying on a couch.
576412_mscoco_3,A large Thomas the Tank Engine birthday cake.
444626_mscoco_1,A big pretty plate filled with some tasty looking food.
305634_mscoco_4,A stop sign with two street signs mounted on top of it.
45644_mscoco_2,"A pile of vegetables consisting of broccoli, peppers and cabbages"
378658_mscoco_0,Two people sitting and two people walking through what looks to be an airport
540483_mscoco_4,Four elephants walk across a dirt path surrounded by grassy plains.
458137_mscoco_0,A dining room table surrounded by wooden chairs.
156643_mscoco_3,a man that is sitting down cutting a cake
274629_mscoco_4,A cover from Time Magazine is taped to a stop sign.
452727_mscoco_4,A wooden cabinet with glass doors is beside a table.
358903_mscoco_4,Water skiers perform stunts as they are pulled behind boats.
523316_mscoco_4,A table topped with a plate of white garlic bread.
258998_mscoco_3,A cat sitting a black desk looking in a mirror.
315905_mscoco_2,A giraffe spots the camera while out and about.
288765_mscoco_0,A person holding a sandwich filled with lettuce.
401197_mscoco_0,Numerous individuals are appreciating life and having an incredible time.
138975_mscoco_4,two men standing by each other on a snowy hill
414819_mscoco_0,A bear with its mouth open and swiping a paw at another bear.
142687_mscoco_2,A man making pizzas in front of a wood burning pizza oven.
116589_mscoco_0,A group of zebras stay close to each other near a log.
253438_mscoco_4,An elegant well furnished living and dining room.
238948_mscoco_4,A couple of people on horses on a beach by the ocean.
501858_mscoco_1,There is a pizza with cheese and olives on it.
240393_mscoco_1,A small dog with long hair sits on a computer desk.
169436_mscoco_3,A man with catching gear on walking on a baseball field.
509526_mscoco_2,She is sitting on the wall talking on her cell phone.
178446_mscoco_2,A young girl holding a giant sandwich with both of her hands.
360325_mscoco_3,Furry goats and other animals in a crowded pen.
501855_mscoco_2,"A commercial kitchen with stainless steel worktable and appliances including refrigerator, deep fryer, and gas stove."
28820_mscoco_4,A giraffe licking a fence post while standing in a coral.
423116_mscoco_2,"On a kitchen counter are a laptop, candy, and cooking supplies."
245311_mscoco_4,Two adults working behind a counter displaying pastries.
52661_mscoco_4,Large white boat docked at a dock with multiple trucks.
