uid,caption
000000283698,A woman in a white apron stands near a table laden with different breads.
000000283717,A microwave sitting on top of a wooden shelf.
000000283743,There are some yummy looking treats with chocolate.
000000283748,A person stands on a beach in low tide.
000000283761,A man wearing glasses and a suit sitting on a bus.
000000283772,A couple of boys that are standing on a tennis court.
000000283785,Two men dressed as animals entertaining a group of children.
000000283820,A bus being driven down a city street.
000000283849,A bear is walking alone through a grassy field.
000000283881,A teddy bear sitting in front of a back pack.
000000283890,A vase and a chandelier in the lobby.
000000283904,A kitten has climbed up on a door jam.
000000283910,a black and white dog herding sheep across a field
000000283940,A small puppy taking a nap next to a controller.
000000283945,A lighthouse between homes in an industrial area.
000000283947,A young lady that is serving the ball to her opponent.
000000283963,The kitchen with green oven atop white tiled floor.
000000283977,A man is feeding a pair of elephants
000000283984,A group of wood boxes sitting against a wall outside.
000000284015,A boy scout is raising his arm to take an oath.
000000284042,Art project being developed by creative person about the country.
000000284064,an older gentlemen getting ready to hit the ball
000000284097,a boy holding up a bat on a street at night
000000284099,a man and woman the man has a game controller
000000284106,"A plate of food, and a bowl of white rice"
000000284143,It proved to be a long and strenuous tennis match.
000000284152,A man sitting by himself on a park bend overlooking a body of water.
000000284220,a tennis player with a tennis racket
000000284253,A sign stuck in a bin of eggplant for sale
000000284257,A young man holding a Wii remote in his hand.
000000284279,A small bird resting and eating from a bird feeder.
000000284282,A blender laying on a table in a room.
000000284286,A group of children hanging around a umbrella.
000000284292,A purple swamphen with a red crest on its head walks on the ground.
000000284350,Surfer on a black sand beach holding her board
000000284354,there is a tall white tower with a clock on it
000000284375,"A laptop is sitting on a table with a cup, notebook, and cell phone."
000000284400,Busy thumbs type a text message on a mobile phone.
000000284426,A bunch of cows grazing in a field next to water.
000000284445,Pedestrians walking on a sidewalk by a badly tipped traffic light
000000284465,Some children are playing soccer in the rain
000000284509,Several people on snow skis going down a hill.
000000284542,A woman standing on a tennis court while wearing a short skirt.
000000284648,a person on a surfboard riding a wave in the water
000000284658,There is a man and a dog next to each other on a couch.
000000284674,The Christmas tree ornament is shaped like a cell phone.
000000284681,A white round bowl filled with steamed broccoli.
000000284688,A stop sign in the grass near a tree.
000000284715,A dog is sitting on a bed with its paws on the leather foot.
000000284743,A woman holding a baseball bat having her photo taken
000000284749,Kites being flown by a crowd of young children on a cloudy day.
000000284762,Stop light in a city next to a street sign on during the day.
000000284764,Man sitting at a table holding eating utensils in his hands over his food.
000000284771,A Stop sign saying to stop all war at intersection.
000000284789,People kite boarding in the ocean next to a lush green cliff.
000000284860,"A view of a city sidewalk, building, and a stop light."
000000284885,A train moving along the tracks headed away from a group of tall buildings.
000000284991,A man drinking something from a red bottle
000000285007,A tiled backsplash surrounds light grained cabinetry for a well rounded look.
000000285047,A man sitting at a table viewing a mobile device.
000000285068,A red and blue chopper is hovering in the blue sky.
000000285106,A woman walking down the road in the rain with her umbrella.
000000285114,very many planes being offloaded at the airport
000000285120,An airplane is parked on a runway and someone is standing nearby.
000000285160,A large tower like structure with a clock.
000000285200,A room with many vases on a desk.
000000285234,a bed with white sheets and a tray of food on top
000000285235,A group of cattle standing on a cement surface.
000000285258,there are several dogs playing outside together here
000000285275,A large bed with a wooden head board covered in a blanket.
000000285291,a kid that is skiing down a snowy hill
000000285293,A man in a hat sits on a bench
000000285314,Group of skateboarders riding down a long road together.
000000285352,A toilet in a narrow room with a toilet brush next to it.
000000285361,A man water-skiing holding onto a rope and wearing a life vest.
000000285418,A white cat with a dark patch on his head has his arm under a shoe and his head on top of one.
000000285433,a white sink and a white toilet with a black lid
000000285437,An oversized man wearing glasses and a tie.
000000285451,Mirror image of a smiling man talking on his cell phone
000000285462,A woman is celebrating her win while she holds her snowboard.
000000285497,A person on skis and a person on a snowboard are on a ski slope.
000000285505,The person is in the water having fun
000000285534,a small child is sitting with a stuffed animal
000000285558,Several people are sitting and visiting in a living room.
000000285568,"This is a picture of a kitchen with cabinets, large appliances and dishes."
000000285583,A man is skiing and people behind him prepare to do the same.
000000285599,An elephant and birds in a grassy area by trees.
000000285633,A woman and child at table with a cake.
000000285645,A man wearing skis and holding a handle leans toward a sandy plain.
000000285646,many fruits hanging in a tree near other trees
000000285651,a man is riding a skateboard in the street
000000285660,A group of cows are laying on a beach
